"comando";"tipo";"regiao";"tamanho";"threads";"rodada";"init";"allocate";"mandelbrot";"write";"total";"qnt"
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 32 ";"PTH";2;32;32;8;0,00001;0,00004;0,00118;0,00006;0,00130;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 32 ";"OMP";2;32;32;9;0,00001;0,00002;0,00181;0,00006;0,00190;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 32 ";"PTH";2;32;32;9;0,00001;0,00004;0,00117;0,00006;0,00128;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;0;0,00001;0,00008;0,00219;0,00012;0,00240;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;0;0,00001;0,00010;0,00140;0,00012;0,00162;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;1;0,00001;0,00007;0,00218;0,00012;0,00238;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;1;0,00001;0,00009;0,00143;0,00011;0,00164;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;2;0,00001;0,00008;0,00213;0,00012;0,00233;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;2;0,00001;0,00010;0,00137;0,00012;0,00160;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;3;0,00001;0,00008;0,00220;0,00013;0,00241;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;3;0,00001;0,00009;0,00135;0,00012;0,00158;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;4;0,00001;0,00007;0,00210;0,00013;0,00231;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;4;0,00001;0,00010;0,00140;0,00016;0,00167;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;5;0,00001;0,00008;0,00221;0,00012;0,00242;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;5;0,00001;0,00010;0,00149;0,00012;0,00172;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;6;0,00001;0,00008;0,00221;0,00013;0,00242;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;6;0,00001;0,00010;0,00148;0,00012;0,00171;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;7;0,00001;0,00007;0,00241;0,00013;0,00261;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;7;0,00001;0,00010;0,00140;0,00012;0,00163;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;8;0,00001;0,00007;0,00221;0,00012;0,00242;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;8;0,00001;0,00010;0,00135;0,00012;0,00157;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 32 ";"OMP";2;64;32;9;0,00001;0,00007;0,00222;0,00012;0,00242;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 32 ";"PTH";2;64;32;9;0,00001;0,00009;0,00152;0,00012;0,00173;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;0;0,00001;0,00029;0,00378;0,00037;0,00445;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;0;0,00001;0,00031;0,00241;0,00035;0,00308;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;1;0,00001;0,00028;0,00378;0,00033;0,00439;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;1;0,00001;0,00032;0,00221;0,00033;0,00287;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;2;0,00001;0,00031;0,00382;0,00035;0,00448;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;2;0,00001;0,00028;0,00286;0,00033;0,00348;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;3;0,00001;0,00029;0,00382;0,00036;0,00447;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;3;0,00001;0,00030;0,00293;0,00038;0,00361;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;4;0,00001;0,00026;0,00381;0,00034;0,00442;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;4;0,00001;0,00032;0,00262;0,00034;0,00329;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;5;0,00001;0,00029;0,00380;0,00035;0,00445;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;5;0,00001;0,00028;0,00291;0,00029;0,00349;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;6;0,00001;0,00029;0,00348;0,00033;0,00410;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;6;0,00001;0,00030;0,00285;0,00033;0,00349;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;7;0,00001;0,00027;0,00381;0,00032;0,00441;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;7;0,00001;0,00031;0,00320;0,00031;0,00382;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;8;0,00001;0,00030;0,00384;0,00032;0,00447;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;8;0,00001;0,00031;0,00301;0,00033;0,00367;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 32 ";"OMP";2;128;32;9;0,00001;0,00028;0,00392;0,00034;0,00455;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 32 ";"PTH";2;128;32;9;0,00001;0,00032;0,00264;0,00033;0,00329;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;0;0,00001;0,00117;0,00784;0,00108;0,01010;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;0;0,00001;0,00113;0,00700;0,00106;0,00919;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;1;0,00001;0,00095;0,00699;0,00108;0,00903;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;1;0,00001;0,00101;0,00709;0,00115;0,00925;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;2;0,00001;0,00101;0,00759;0,00112;0,00973;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;2;0,00001;0,00103;0,00592;0,00109;0,00805;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;3;0,00001;0,00103;0,00758;0,00111;0,00973;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;3;0,00001;0,00101;0,00691;0,00109;0,00901;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;4;0,00001;0,00105;0,00754;0,00114;0,00974;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;4;0,00001;0,00108;0,00692;0,00114;0,00914;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;5;0,00001;0,00107;0,00804;0,00117;0,01028;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;5;0,00001;0,00106;0,00705;0,00116;0,00928;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;6;0,00001;0,00114;0,00726;0,00117;0,00958;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;6;0,00001;0,00109;0,00709;0,00118;0,00937;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;7;0,00001;0,00108;0,00727;0,00129;0,00966;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;7;0,00001;0,00111;0,00662;0,00115;0,00889;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;8;0,00001;0,00109;0,00643;0,00122;0,00875;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;8;0,00001;0,00110;0,00692;0,00117;0,00919;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 32 ";"OMP";2;256;32;9;0,00001;0,00112;0,00733;0,00119;0,00965;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 32 ";"PTH";2;256;32;9;0,00001;0,00112;0,00616;0,00121;0,00850;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;0;0,00001;0,00473;0,02456;0,00468;0,03397;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;0;0,00001;0,00458;0,01965;0,00474;0,02899;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;1;0,00001;0,00471;0,02155;0,00484;0,03110;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;1;0,00001;0,00477;0,02567;0,00502;0,03547;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;2;0,00001;0,00523;0,02687;0,00516;0,03727;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;2;0,00001;0,00496;0,02765;0,00512;0,03774;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;3;0,00001;0,00526;0,02891;0,00555;0,03973;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;3;0,00001;0,00536;0,02624;0,00589;0,03751;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;4;0,00004;0,00679;0,02884;0,00565;0,04132;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;4;0,00001;0,00542;0,03009;0,00712;0,04264;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;5;0,00001;0,00778;0,03165;0,00581;0,04525;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;5;0,00002;0,00609;0,02794;0,00557;0,03962;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;6;0,00002;0,00561;0,03148;0,00579;0,04290;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;6;0,00001;0,00565;0,03131;0,00688;0,04384;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;7;0,00001;0,00600;0,03245;0,00633;0,04479;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;7;0,00001;0,00594;0,03210;0,00631;0,04436;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;8;0,00002;0,00699;0,03255;0,00608;0,04565;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;8;0,00002;0,00665;0,03191;0,00625;0,04483;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 512 32 ";"OMP";2;512;32;9;0,00001;0,00576;0,03404;0,00590;0,04571;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 32 ";"PTH";2;512;32;9;0,00001;0,00655;0,02941;0,00582;0,04179;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;0;0,00001;0,02263;0,12717;0,02363;0,17345;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;0;0,00001;0,02231;0,12471;0,02517;0,17220;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;1;0,00001;0,02656;0,13128;0,02641;0,18426;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;1;0,00001;0,02323;0,13028;0,02437;0,17789;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;2;0,00001;0,02432;0,13062;0,02498;0,17993;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;2;0,00001;0,02296;0,12360;0,02386;0,17043;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;3;0,00001;0,02248;0,12923;0,02484;0,17657;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;3;0,00002;0,02350;0,12259;0,02393;0,17003;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;4;0,00001;0,02432;0,13000;0,02406;0,17840;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;4;0,00001;0,02305;0,12476;0,02369;0,17151;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;5;0,00001;0,02285;0,12634;0,02295;0,17216;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;5;0,00001;0,02156;0,08958;0,02273;0,13388;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;6;0,00001;0,02097;0,09472;0,02110;0,13680;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;6;0,00001;0,02302;0,08767;0,02081;0,13151;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;7;0,00001;0,01990;0,09077;0,02075;0,13143;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;7;0,00002;0,02045;0,08587;0,02121;0,12754;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;8;0,00001;0,02074;0,09039;0,02109;0,13223;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;8;0,00002;0,02037;0,08537;0,02076;0,12652;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 1024 32 ";"OMP";2;1024;32;9;0,00001;0,02128;0,09375;0,02042;0,13545;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 32 ";"PTH";2;1024;32;9;0,00001;0,02030;0,08463;0,02074;0,12569;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;0;0,00001;0,07857;0,38387;0,08438;0,54683;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;0;0,00001;0,07642;0,33390;0,08282;0,49315;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;1;0,00001;0,07288;0,36992;0,09181;0,53462;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;1;0,00001;0,08048;0,33939;0,08317;0,50305;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;2;0,00001;0,07643;0,34741;0,08412;0,50797;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;2;0,00001;0,07233;0,33429;0,08382;0,49045;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;3;0,00001;0,07522;0,35739;0,08404;0,51665;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;3;0,00001;0,07532;0,34388;0,08362;0,50284;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;4;0,00001;0,07544;0,35521;0,08551;0,51617;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;4;0,00001;0,07670;0,34231;0,08347;0,50249;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;5;0,00001;0,07566;0,36101;0,08400;0,52067;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;5;0,00001;0,07671;0,34427;0,08702;0,50801;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;6;0,00001;0,07545;0,35958;0,08348;0,51852;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;6;0,00003;0,07490;0,34561;0,08361;0,50415;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;7;0,00001;0,07490;0,35914;0,08484;0,51889;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;7;0,00001;0,07425;0,34562;0,08434;0,50422;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;8;0,00001;0,07675;0,35591;0,08260;0,51528;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;8;0,00001;0,07488;0,34219;0,08444;0,50152;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 2048 32 ";"OMP";2;2048;32;9;0,00001;0,07768;0,35398;0,08682;0,51849;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 32 ";"PTH";2;2048;32;9;0,00001;0,08209;0,37244;0,10117;0,55571;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;0;0,00001;0,32235;1,51306;0,32960;2,16501;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;0;0,00001;0,29008;1,42996;0,31663;2,03669;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;1;0,00001;0,28498;1,45985;0,30496;2,04980;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;1;0,00001;0,26999;1,44176;0,30981;2,02157;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;2;0,00001;0,31014;1,45814;0,32087;2,08915;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;2;0,00001;0,27066;1,40534;0,30551;1,98152;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;3;0,00001;0,27366;1,46987;0,30162;2,04516;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;3;0,00001;0,28160;1,43800;0,30821;2,02782;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;4;0,00001;0,28142;1,46069;0,30629;2,04842;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;4;0,00001;0,27895;1,43562;0,31301;2,02760;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;5;0,00001;0,28679;1,45275;0,30614;2,04569;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;5;0,00001;0,30085;1,43405;0,31144;2,04635;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;6;0,00001;0,27828;1,44557;0,30287;2,02672;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;6;0,00001;0,28308;1,42764;0,30669;2,01742;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;7;0,00001;0,28148;1,45454;0,31621;2,05225;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;7;0,00001;0,28216;1,43119;0,30998;2,02334;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;8;0,00001;0,28978;1,44032;0,30086;2,03097;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;8;0,00002;0,28657;1,42327;0,30791;2,01777;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 4096 32 ";"OMP";2;4096;32;9;0,00003;0,28067;1,45275;0,30170;2,03515;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 32 ";"PTH";2;4096;32;9;0,00002;0,28972;1,42101;0,31404;2,02480;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;0;0,00001;1,23861;5,91409;1,11260;8,26531;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;0;0,00001;1,48997;5,87650;1,14867;8,51515;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;1;0,00001;1,44738;5,93236;1,08947;8,46922;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;1;0,00001;1,56992;5,87603;1,11825;8,56421;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;2;0,00001;1,47901;6,11087;1,24521;8,83510;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;2;0,00001;1,61531;5,84853;1,12209;8,58595;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;3;0,00001;1,31719;5,93708;1,08111;8,33539;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;3;0,00001;1,43452;5,86189;1,11245;8,40888;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;4;0,00001;1,59547;5,91157;1,10276;8,60981;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;4;0,00001;1,47934;6,24790;1,13374;8,86099;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;5;0,00001;1,57296;5,91267;1,13193;8,61757;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;5;0,00001;1,40013;5,87172;1,11787;8,38973;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;6;0,00001;1,48401;5,92589;1,08993;8,49984;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;6;0,00001;1,35420;5,85262;1,12350;8,33033;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;7;0,00001;1,45202;5,92091;1,11220;8,48514;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;7;0,00003;1,34254;5,82916;1,11378;8,28551;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;8;0,00001;1,46282;5,90879;1,08722;8,45884;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;8;0,00001;1,60485;5,87797;1,12696;8,60979;1
"./mandelbrot_omp -0.8 -0.7 0.05 0.15 8192 32 ";"OMP";2;8192;32;9;0,00001;1,44948;5,99224;1,09086;8,53259;1
"./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 32 ";"PTH";2;8192;32;9;0,00001;1,35037;5,85302;1,12182;8,32521;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;0;0,00001;0,00000;0,00003;0,25245;0,25250;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;0;0,00001;0,00004;0,00025;0,00008;0,00038;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;1;0,00001;0,00000;0,00003;0,00006;0,00010;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;1;0,00001;0,00003;0,00024;0,00007;0,00035;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;2;0,00001;0,00000;0,00003;0,00005;0,00009;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;2;0,00001;0,00003;0,00022;0,00006;0,00033;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;3;0,00001;0,00001;0,00003;0,00005;0,00009;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;3;0,00001;0,00003;0,00022;0,00006;0,00032;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;4;0,00001;0,00001;0,00003;0,00005;0,00010;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;4;0,00001;0,00003;0,00022;0,00007;0,00033;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;5;0,00001;0,00000;0,00003;0,00005;0,00009;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;5;0,00001;0,00003;0,00022;0,00006;0,00032;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;6;0,00001;0,00000;0,00003;0,00005;0,00009;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;6;0,00001;0,00003;0,00022;0,00006;0,00033;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;7;0,00001;0,00001;0,00003;0,00005;0,00009;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;7;0,00001;0,00003;0,00023;0,00007;0,00034;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;8;0,00001;0,00000;0,00002;0,00005;0,00008;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;8;0,00001;0,00003;0,00027;0,00007;0,00038;1
"./mandelbrot_omp -2.5 1.5 -2.0 2.0 16 1 ";"OMP";3;16;1;9;0,00001;0,00001;0,00003;0,00005;0,00009;1
"./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ";"PTH";3;16;1;9;0,00001;0,00003;0,00028;0,00006;0,00037;1
