Comando,Tipo,Regiao,Tamanho,Thread,Rodada,Init,Allocate,Mandelbrot,Write,Total
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ,PTH,0,1024,16,5,0.00001,0.02092,0.10770,0.02263,0.15127
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ,OMP,0,1024,16,6,0.00001,0.02163,0.12796,0.02173,0.17134
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ,PTH,0,1024,16,6,0.00001,0.02259,0.10714,0.26102,0.39077
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ,OMP,0,1024,16,7,0.00001,0.02023,0.10513,0.01957,0.14494
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ,PTH,0,1024,16,7,0.00001,0.02047,0.09408,0.02060,0.13516
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ,OMP,0,1024,16,8,0.00001,0.02190,0.11590,0.02105,0.15886
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ,PTH,0,1024,16,8,0.00002,0.02060,0.10470,0.02204,0.14736
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 16 ,OMP,0,1024,16,9,0.00001,0.02139,0.12004,0.02183,0.16327
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 16 ,PTH,0,1024,16,9,0.00002,0.02109,0.10764,0.02187,0.15062
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,0,0.00001,0.08573,0.46256,0.09380,0.64210
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,0,0.00001,0.08077,0.45395,0.08857,0.62330
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,1,0.00001,0.08271,0.46938,0.08815,0.64025
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,1,0.00001,0.08101,0.44898,0.08750,0.61750
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,2,0.00001,0.08067,0.48229,0.08919,0.65216
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,2,0.00001,0.07892,0.43872,0.08910,0.60675
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,3,0.00001,0.08115,0.48013,0.08653,0.64783
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,3,0.00001,0.07964,0.43797,0.09167,0.60928
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,4,0.00001,0.08243,0.48620,0.08425,0.65289
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,4,0.00001,0.08102,0.44817,0.08938,0.61858
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,5,0.00001,0.08223,0.46473,0.09051,0.63748
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,5,0.00001,0.08218,0.44248,0.08970,0.61437
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,6,0.00001,0.07963,0.56132,0.11983,0.76079
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,6,0.00001,0.09853,0.50709,0.09757,0.70320
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,7,0.00001,0.08646,0.47880,0.08810,0.65337
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,7,0.00001,0.08111,0.44791,0.08942,0.61845
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,8,0.00001,0.08045,0.47001,0.08754,0.63801
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,8,0.00001,0.08165,0.44481,0.09202,0.61849
./mandelbrot_omp -0.188 -0.012 0.554 0.754 2048 16 ,OMP,0,2048,16,9,0.00001,0.08296,0.46352,0.08976,0.63625
./mandelbrot_pth -0.188 -0.012 0.554 0.754 2048 16 ,PTH,0,2048,16,9,0.00002,0.07919,0.43968,0.08935,0.60824
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,0,0.00001,0.32285,1.87627,0.32083,2.51996
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,0,0.00001,0.31669,1.81364,0.32638,2.45672
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,1,0.00001,0.31066,1.81470,0.33887,2.46424
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,1,0.00001,0.30167,1.77900,0.32796,2.40865
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,2,0.00001,0.30768,1.82767,0.33984,2.47520
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,2,0.00002,0.30038,1.78046,0.33760,2.41846
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,3,0.00001,0.30339,1.79358,0.33891,2.43590
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,3,0.00001,0.29786,1.81174,0.33884,2.44844
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,4,0.00001,0.30663,1.85588,0.33735,2.49988
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,4,0.00001,0.30140,1.84854,0.34349,2.49345
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,5,0.00001,0.31233,1.92234,0.34736,2.58203
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,5,0.00001,0.30386,1.95626,0.33900,2.59913
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,6,0.00001,0.31949,1.86878,0.33478,2.52306
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,6,0.00001,0.30392,2.05040,0.39722,2.75155
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,7,0.00002,0.37011,1.91532,0.33345,2.61890
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,7,0.00001,0.31290,1.80066,0.34956,2.46314
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,8,0.00001,0.32956,1.88237,0.33894,2.55088
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,8,0.00001,0.31519,1.75110,0.33106,2.39736
./mandelbrot_omp -0.188 -0.012 0.554 0.754 4096 16 ,OMP,0,4096,16,9,0.00001,0.30186,1.79510,0.33460,2.43156
./mandelbrot_pth -0.188 -0.012 0.554 0.754 4096 16 ,PTH,0,4096,16,9,0.00001,0.30277,1.85830,0.34215,2.50323
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,0,0.00001,1.43302,7.39994,1.27807,10.11105
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,0,0.00001,1.73392,7.38887,1.24046,10.36326
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,1,0.00001,1.60547,7.56259,1.23098,10.39905
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,1,0.00001,1.72233,7.54328,1.38512,10.65074
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,2,0.00001,1.63580,7.51055,1.17954,10.32591
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,2,0.00001,1.71016,7.27683,1.23522,10.22223
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,3,0.00001,1.78441,7.33016,1.19076,10.30534
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,3,0.00003,1.58652,7.25648,1.22169,10.06472
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,4,0.00001,1.61875,7.27080,1.18128,10.07084
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,4,0.00001,1.64331,7.14903,1.21171,10.00406
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,5,0.00001,1.66756,7.27346,1.20755,10.14859
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,5,0.00001,1.71837,7.26346,1.22640,10.20824
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,6,0.00001,1.79801,7.40832,1.20210,10.40844
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,6,0.00001,1.65230,7.21021,1.19536,10.05788
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,7,0.00001,1.61645,7.18807,1.19572,10.00026
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,7,0.00009,1.67524,7.13586,1.23837,10.04956
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,8,0.00001,1.67931,7.29114,1.19723,10.16770
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,8,0.00001,1.71612,7.19397,1.21611,10.12621
./mandelbrot_omp -0.188 -0.012 0.554 0.754 8192 16 ,OMP,0,8192,16,9,0.00003,1.58095,7.25053,1.16792,9.99943
./mandelbrot_pth -0.188 -0.012 0.554 0.754 8192 16 ,PTH,0,8192,16,9,0.00001,1.58241,7.17345,1.23276,9.98864
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,0,0.00001,0.00000,0.00163,0.46700,0.46864
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,0,0.00001,0.00003,0.00130,0.00007,0.00141
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,1,0.00001,0.00000,0.00186,0.00006,0.00193
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,1,0.00001,0.00003,0.00125,0.00006,0.00135
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,2,0.00001,0.00000,0.00191,0.00010,0.00202
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,2,0.00001,0.00003,0.00127,0.00006,0.00137
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,3,0.00001,0.00000,0.00176,0.00006,0.00183
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,3,0.00001,0.00003,0.00120,0.00006,0.00129
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,4,0.00001,0.00000,0.00176,0.00006,0.00183
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,4,0.00001,0.00003,0.00132,0.00007,0.00142
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,5,0.00001,0.00000,0.00174,0.00006,0.00181
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,5,0.00001,0.00003,0.00123,0.00005,0.00133
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,6,0.00001,0.00000,0.00176,0.00005,0.00183
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,6,0.00001,0.00003,0.00141,0.00005,0.00150
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,7,0.00001,0.00000,0.00176,0.00006,0.00184
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,7,0.00001,0.00003,0.00140,0.00010,0.00153
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,8,0.00001,0.00000,0.00183,0.00006,0.00191
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,8,0.00001,0.00003,0.00113,0.00006,0.00123
./mandelbrot_omp -0.188 -0.012 0.554 0.754 16 32 ,OMP,0,16,32,9,0.00001,0.00000,0.00183,0.00006,0.00191
./mandelbrot_pth -0.188 -0.012 0.554 0.754 16 32 ,PTH,0,16,32,9,0.00001,0.00003,0.00116,0.00006,0.00126
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,0,0.00001,0.00002,0.00151,0.00008,0.00161
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,0,0.00001,0.00004,0.00110,0.00007,0.00123
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,1,0.00001,0.00002,0.00197,0.00007,0.00207
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,1,0.00001,0.00004,0.00124,0.00007,0.00135
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,2,0.00001,0.00002,0.00203,0.00008,0.00214
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,2,0.00001,0.00004,0.00111,0.00007,0.00123
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,3,0.00001,0.00002,0.00192,0.00010,0.00204
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,3,0.00001,0.00004,0.00112,0.00007,0.00125
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,4,0.00001,0.00002,0.00208,0.00008,0.00218
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,4,0.00001,0.00004,0.00115,0.00007,0.00127
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,5,0.00001,0.00002,0.00183,0.00007,0.00193
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,5,0.00001,0.00004,0.00122,0.00007,0.00135
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,6,0.00001,0.00002,0.00214,0.00007,0.00224
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,6,0.00001,0.00004,0.00141,0.00006,0.00152
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,7,0.00001,0.00002,0.00226,0.00008,0.00237
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,7,0.00001,0.00004,0.00113,0.00007,0.00125
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,8,0.00001,0.00002,0.00201,0.00007,0.00211
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,8,0.00001,0.00004,0.00106,0.00008,0.00119
./mandelbrot_omp -0.188 -0.012 0.554 0.754 32 32 ,OMP,0,32,32,9,0.00001,0.00002,0.00198,0.00008,0.00209
./mandelbrot_pth -0.188 -0.012 0.554 0.754 32 32 ,PTH,0,32,32,9,0.00001,0.00004,0.00116,0.00006,0.00128
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,0,0.00001,0.00007,0.00233,0.00012,0.00253
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,0,0.00001,0.00010,0.00140,0.00015,0.00167
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,1,0.00001,0.00007,0.00224,0.00013,0.00246
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,1,0.00001,0.00010,0.00139,0.00012,0.00162
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,2,0.00001,0.00007,0.00231,0.00013,0.00253
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,2,0.00001,0.00010,0.00146,0.00013,0.00170
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,3,0.00001,0.00007,0.00217,0.00015,0.00240
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,3,0.00001,0.00010,0.00115,0.00013,0.00139
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,4,0.00001,0.00008,0.00231,0.00015,0.00254
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,4,0.00001,0.00010,0.00133,0.00027,0.00171
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,5,0.00001,0.00008,0.00227,0.00013,0.00248
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,5,0.00001,0.00010,0.00152,0.00015,0.00178
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,6,0.00001,0.00007,0.00229,0.00014,0.00251
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,6,0.00001,0.00010,0.00148,0.00012,0.00171
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,7,0.00001,0.00007,0.00222,0.00012,0.00243
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,7,0.00001,0.00011,0.00141,0.00012,0.00165
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,8,0.00001,0.00007,0.00221,0.00012,0.00242
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,8,0.00001,0.00010,0.00146,0.00012,0.00169
./mandelbrot_omp -0.188 -0.012 0.554 0.754 64 32 ,OMP,0,64,32,9,0.00001,0.00007,0.00274,0.00016,0.00298
./mandelbrot_pth -0.188 -0.012 0.554 0.754 64 32 ,PTH,0,64,32,9,0.00001,0.00010,0.00137,0.00013,0.00161
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,0,0.00001,0.00029,0.00369,0.00035,0.00434
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,0,0.00001,0.00032,0.00253,0.00038,0.00324
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,1,0.00001,0.00031,0.00386,0.00035,0.00454
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,1,0.00001,0.00034,0.00290,0.00033,0.00358
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,2,0.00001,0.00029,0.00408,0.00043,0.00481
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,2,0.00001,0.00033,0.00309,0.00034,0.00378
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,3,0.00001,0.00030,0.00404,0.00043,0.00478
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,3,0.00001,0.00032,0.00266,0.00034,0.00333
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,4,0.00001,0.00030,0.00397,0.00035,0.00463
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,4,0.00001,0.00031,0.00228,0.00035,0.00295
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,5,0.00001,0.00032,0.00361,0.00047,0.00442
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,5,0.00001,0.00035,0.00312,0.00035,0.00383
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,6,0.00001,0.00031,0.00388,0.00038,0.00458
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,6,0.00001,0.00033,0.00197,0.00041,0.00273
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,7,0.00001,0.00030,0.00414,0.00035,0.00479
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,7,0.00001,0.00032,0.00250,0.00034,0.00316
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,8,0.00001,0.00033,0.00422,0.00037,0.00492
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,8,0.00001,0.00032,0.00302,0.00036,0.00372
./mandelbrot_omp -0.188 -0.012 0.554 0.754 128 32 ,OMP,0,128,32,9,0.00001,0.00030,0.00422,0.00039,0.00492
./mandelbrot_pth -0.188 -0.012 0.554 0.754 128 32 ,PTH,0,128,32,9,0.00001,0.00036,0.00331,0.00035,0.00404
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,0,0.00001,0.00128,0.00931,0.00130,0.01190
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,0,0.00001,0.00123,0.00768,0.00129,0.01022
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,1,0.00001,0.00120,0.00710,0.00131,0.00962
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,1,0.00001,0.00149,0.00674,0.00117,0.00940
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,2,0.00001,0.00119,0.00787,0.00126,0.01033
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,2,0.00001,0.00124,0.00747,0.00119,0.00992
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,3,0.00001,0.00113,0.00919,0.00122,0.01155
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,3,0.00001,0.00122,0.00718,0.00136,0.00978
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,4,0.00001,0.00117,0.00861,0.00122,0.01101
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,4,0.00001,0.00126,0.00638,0.00132,0.00896
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,5,0.00001,0.00119,0.00936,0.00126,0.01182
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,5,0.00001,0.00127,0.00757,0.00130,0.01014
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,6,0.00001,0.00120,0.00898,0.00129,0.01149
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,6,0.00001,0.00127,0.00645,0.00123,0.00896
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,7,0.00001,0.00111,0.00891,0.00123,0.01125
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,7,0.00001,0.00120,0.00778,0.00126,0.01025
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,8,0.00001,0.00124,0.00969,0.00137,0.01231
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,8,0.00001,0.00123,0.00683,0.00129,0.00936
./mandelbrot_omp -0.188 -0.012 0.554 0.754 256 32 ,OMP,0,256,32,9,0.00003,0.00125,0.00964,0.00129,0.01220
./mandelbrot_pth -0.188 -0.012 0.554 0.754 256 32 ,PTH,0,256,32,9,0.00001,0.00180,0.00691,0.00134,0.01007
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,0,0.00001,0.00629,0.03551,0.00720,0.04902
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,0,0.00002,0.00551,0.03282,0.00601,0.04436
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,1,0.00001,0.00595,0.03559,0.00599,0.04753
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,1,0.00003,0.00572,0.03474,0.00596,0.04645
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,2,0.00002,0.00704,0.03847,0.00582,0.05134
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,2,0.00001,0.00738,0.03502,0.00568,0.04809
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,3,0.00001,0.00575,0.03672,0.00578,0.04826
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,3,0.00002,0.00574,0.03017,0.00581,0.04174
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,4,0.00001,0.00584,0.03849,0.00634,0.05068
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,4,0.00002,0.00660,0.03597,0.00591,0.04849
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,5,0.00001,0.00614,0.03704,0.00690,0.05009
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,5,0.00001,0.00607,0.02948,0.00685,0.04241
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,6,0.00001,0.00637,0.04012,0.00608,0.05258
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,6,0.00001,0.00592,0.03387,0.00657,0.04638
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,7,0.00001,0.00596,0.03956,0.00613,0.05167
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,7,0.00002,0.00755,0.03824,0.00606,0.05186
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,8,0.00002,0.00669,0.03957,0.00633,0.05261
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,8,0.00002,0.00669,0.03764,0.00596,0.05031
./mandelbrot_omp -0.188 -0.012 0.554 0.754 512 32 ,OMP,0,512,32,9,0.00001,0.00731,0.03684,0.00622,0.05039
./mandelbrot_pth -0.188 -0.012 0.554 0.754 512 32 ,PTH,0,512,32,9,0.00001,0.00617,0.04027,0.00611,0.05257
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 32 ,OMP,0,1024,32,0,0.00002,0.02470,0.14924,0.02471,0.19867
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 32 ,PTH,0,1024,32,0,0.00001,0.02558,0.14992,0.02525,0.20077
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 32 ,OMP,0,1024,32,1,0.00001,0.02861,0.16316,0.02564,0.21741
./mandelbrot_pth -0.188 -0.012 0.554 0.754 1024 32 ,PTH,0,1024,32,1,0.00001,0.02527,0.15737,0.02478,0.20743
./mandelbrot_omp -0.188 -0.012 0.554 0.754 1024 32 ,OMP,0,1024,32,2,0.00001,0.02550,0.15603,0.02678,0.20832
