tipo,regiao,tamanho,threads,total_mean,total_std,write_mean,write_std,mondelbrot_mean,mondelbrot_std,image_buffer_mean,image_buffer_std
OMP,0,16,1,0.00048000000000000007,0.00032200759135288855,0.00025500000000000007,0.00032070235421649155,0.00019900000000000004,1.523883926754995e-05,1e-05,0.0
OMP,0,16,2,0.024956,0.0777969526966763,0.024699999999999996,0.07780608659424475,0.00023699999999999996,1.5670212364724195e-05,8.000000000000001e-06,6.324555320336759e-06
OMP,0,16,4,0.024101000000000004,0.07485778983438456,0.023766,0.07485251783785676,0.000321,1.2866839377079207e-05,8.000000000000001e-06,4.216370213557839e-06
OMP,0,16,8,0.043786000000000005,0.0747786193744947,0.025355,0.07961388715404981,0.018409000000000002,0.016178341798012964,8.000000000000001e-06,4.216370213557839e-06
OMP,0,16,16,0.032965999999999995,0.07121839965127615,0.03185399999999999,0.07126745528095009,0.0010940000000000001,8.591985930052626e-05,8.000000000000001e-06,4.216370213557839e-06
OMP,0,16,32,0.048555,0.14760283769102966,0.04675700000000001,0.14765833957333924,0.0017840000000000002,7.734482673212363e-05,0.0,0.0
OMP,0,32,1,0.000995,0.00013761863568895343,0.00014,3.6514837167011085e-05,0.0008179999999999999,0.00010358034991681046,2.4e-05,5.163977794943222e-06
OMP,0,32,2,0.0005949999999999999,5.582711408148078e-05,0.00012100000000000001,3.510302297840205e-05,0.00043800000000000013,2.4855135843076335e-05,2.3e-05,4.830458915396479e-06
OMP,0,32,4,0.0008410000000000001,0.0003374232423002962,0.00012899999999999996,2.766867462592951e-05,0.000675,0.000314580849879822,2.8000000000000003e-05,9.189365834726814e-06
OMP,0,32,8,0.0037950000000000006,0.0028591733459554748,0.000125,2.3213980461973535e-05,0.003633,0.0028410054949299596,2.5e-05,5.270462766947298e-06
OMP,0,32,16,0.0013590000000000002,0.00010418466511173536,8.8e-05,1.5491933384829674e-05,0.001242,0.00010019980039900283,2.1000000000000002e-05,3.162277660168379e-06
OMP,0,32,32,0.002078,0.00020258331619360946,7.799999999999999e-05,9.189365834726817e-06,0.001973,0.0002011108041741058,2e-05,0.0
OMP,0,64,1,0.003639,0.00027192523482261324,0.00022799999999999996,6.957010852370436e-05,0.0032800000000000004,0.00024440403706431157,0.000113,3.653004851412662e-05
OMP,0,64,2,0.00201,0.0003786525818976781,0.000319,0.0003780784750991959,0.0015940000000000004,0.00013898041428760948,8.900000000000001e-05,1.1005049346146126e-05
OMP,0,64,4,0.0014520000000000002,8.121302577515231e-05,0.00024900000000000004,2.4244128727957568e-05,0.001081,6.67416245265609e-05,0.00011,2.1081851067789197e-05
OMP,0,64,8,0.006229999999999999,0.00374639382161922,0.000353,0.00023338332797733812,0.005756,0.003621976746965054,0.00011100000000000001,1.7288403306519916e-05
OMP,0,64,16,0.0018359999999999997,6.785605679999722e-05,0.00015199999999999998,1.398411797560204e-05,0.0015800000000000002,5.8118652580542306e-05,9.1e-05,2.1317702607092633e-05
OMP,0,64,32,0.002528,0.0001664531966249572,0.000135,1.4337208778404375e-05,0.0023089999999999994,0.00015982281856272365,7.199999999999999e-05,4.216370213557844e-06
OMP,0,128,1,0.014795999999999998,0.0009424931476320306,0.0006749999999999999,0.0001580611695937156,0.013613999999999998,0.0009884690744333435,0.00049,0.00011699952516522829
OMP,0,128,2,0.006286,0.00039769334920262386,0.0004550000000000001,4.672615256292059e-05,0.005505,0.0003553792965894955,0.00031199999999999994,3.0110906108363232e-05
OMP,0,128,4,0.006254,0.0042032955324760755,0.000666,0.0002189469748084631,0.004939,0.0034256627906954816,0.000635,0.0007302244708155006
