algoritmo,regiao,tamanho,threads,total_mean,total_std,int_confianca_inf,int_confianca_sup
PTH,1,512,4,0.061316,0.00232165745391807,0.0598770218017866,0.0627549781982133
PTH,1,512,8,0.045641,0.00283389190572494,0.043884535599298,0.047397464400702
PTH,1,512,16,0.045948,0.00256092778326744,0.0443607205152071,0.0475352794847929
PTH,1,512,32,0.04467,0.00247482434842466,0.0431360879770266,0.0462039120229734
PTH,1,1024,1,0.520795,0.020961679454556,0.507802816470884,0.533787183529116
PTH,1,1024,2,0.331747,0.0174612612819222,0.320924398131844,0.342569601868156
PTH,1,1024,4,0.209652,0.0212911670782876,0.196455597925926,0.222848402074074
PTH,1,1024,8,0.163181,0.0256843616276952,0.147261667733774,0.179100332266226
PTH,1,1024,16,0.174554,0.0247921094974456,0.159187691333605,0.189920308666395
PTH,1,1024,32,0.179526,0.0281678777648899,0.162067368484308,0.196984631515692
PTH,1,2048,1,2.188964,0.403346128094579,1.93896747976297,2.43896052023702
PTH,1,2048,2,1.267615,0.00443612255616698,1.2648654627536,1.2703645372464
PTH,1,2048,4,0.783384,0.004246408155397,0.780752048957429,0.786015951042571
PTH,1,2048,8,0.553651,0.0102408891215558,0.547303631161686,0.559998368838314
PTH,1,2048,16,0.575384,0.0376697353322266,0.552036056148911,0.598731943851089
PTH,1,2048,32,0.591492,0.0390892988482071,0.567264201566131,0.615719798433869
PTH,1,4096,1,8.134106,0.0386135912169104,8.11017304821071,8.15803895178929
PTH,1,4096,2,5.357963,0.364243078636293,5.13220280091327,5.58372319908673
PTH,1,4096,4,3.183794,0.0731460036426386,3.13845763724306,3.22913036275694
PTH,1,4096,8,2.27998,0.0659436387295157,2.23910770926543,2.32085229073457
PTH,1,4096,16,2.236109,0.0107739072145005,2.22943126312496,2.24278673687504
PTH,1,4096,32,2.30424,0.0835650870745539,2.25244582242693,2.35603417757307
PTH,1,8192,1,32.786405,0.173278738597672,32.6790057251263,32.8938042748737
PTH,1,8192,2,20.627512,0.386172864942344,20.388159578541,20.866864421459
PTH,1,8192,4,13.059929,0.0641629800585979,13.020160372944,13.099697627056
PTH,1,8192,8,9.44239,0.0866898170362463,9.38865909473155,9.49612090526845
PTH,1,8192,16,9.530843,0.201954456639776,9.40567033094573,9.65601566905427
PTH,1,8192,32,9.358236,0.0692615766817682,9.31530723001684,9.40116476998317
PTH,2,16,1,0.000564,0.0000573875712444196,0.00052843081483456,0.00059956918516544
PTH,2,16,2,0.005708,0.00535378121829173,0.00238969202216953,0.00902630797783047
PTH,2,16,4,0.000613,0.000234475774631174,0.0004676704092225,0.0007583295907775
PTH,2,16,8,0.002113,0.00451971496151398,-0.000688348356012392,0.00491434835601239
PTH,2,16,16,0.009192,0.0136287561998722,0.000744809391719503,0.0176391906082805
PTH,2,16,32,0.008508,0.015879111226178,-0.00133397510399886,0.0183499751039989
PTH,2,32,1,0.001061,0.0000341402336775183,0.00103983966393882,0.00108216033606118
PTH,2,32,2,0.000656,0.0000447710223743489,0.000628250632840049,0.000683749367159951
PTH,2,32,4,0.000779,0.0000566568618968612,0.000743883713180349,0.000814116286819651
PTH,2,32,8,0.000658,0.0000234757558155453,0.000643449575798471,0.000672550424201529
PTH,2,32,16,0.000823,0.000165532809772296,0.000720401701551905,0.000925598298448095
PTH,2,32,32,0.001419,0.00019191722752849,0.0013000484700019,0.0015379515299981
PTH,2,64,1,0.002982,0.000158801063528485,0.00288357408110101,0.00308042591889899
PTH,2,64,2,0.001687,0.000184935424165061,0.00157237583655946,0.00180162416344054
PTH,2,64,4,0.001518,0.0000915059196627919,0.00146128404339753,0.00157471595660247
PTH,2,64,8,0.001107,0.0000915362708924111,0.00105026523151051,0.00116373476848949
PTH,2,64,16,0.001302,0.000100862943310878,0.00123948450005532,0.00136451549994468
PTH,2,64,32,0.001647,0.0000581282107834818,0.00161097176169231,0.00168302823830769
PTH,2,128,1,0.010015,0.000427687580678546,0.0097499164911454,0.0102800835088546
PTH,2,128,2,0.005637,0.00013089860367645,0.00555586820488996,0.00571813179511004
PTH,2,128,4,0.003884,0.000245773156476545,0.00373166821940981,0.00403633178059019
PTH,2,128,8,0.002508,0.000085218672966799,0.00245518091927259,0.00256081908072741
PTH,2,128,16,0.003015,0.000246227085792319,0.00286238687110504,0.00316761312889497
PTH,2,128,32,0.003409,0.000283370585786332,0.00323336509129573,0.00358463490870426
PTH,2,256,1,0.043046,0.00385135531699917,0.0406589052434579,0.0454330947565422
PTH,2,256,2,0.021524,0.000440307973026961,0.0212510942909274,0.0217969057090726
PTH,2,256,4,0.013788,0.000850853166598745,0.0132606357436795,0.0143153642563205
PTH,2,256,8,0.008442,0.000467969609649554,0.00815194943092243,0.00873205056907757
PTH,2,256,16,0.008007,0.000213231746646172,0.00787483759418386,0.00813916240581614
PTH,2,256,32,0.008987,0.000412662089366106,0.00873122938714544,0.00924277061285457
PTH,2,512,1,0.161999,0.024528111514025,0.146796318978964,0.177201681021036
PTH,2,512,2,0.082532,0.00368378971531583,0.0802487634793857,0.0848152365206142
PTH,2,512,4,0.061505,0.00166941273772812,0.0604702872652008,0.0625397127347992
PTH,2,512,8,0.040127,0.00630165948161452,0.0362211909878632,0.0440328090121368
PTH,2,512,16,0.035343,0.00444491482233099,0.0325880132505743,0.0380979867494257
PTH,2,512,32,0.039679,0.00493761627148612,0.0366186337285583,0.0427393662714417
PTH,2,1024,1,0.56242,0.0306753788349331,0.543407203219446,0.581432796780555
PTH,2,1024,2,0.304471,0.00500948977220013,0.301366086071288,0.307575913928712
PTH,2,1024,4,0.212331,0.0187185751178995,0.200729106942599,0.223932893057401
PTH,2,1024,8,0.155162,0.0207295794029262,0.14231367357329,0.16801032642671
PTH,2,1024,16,0.160145,0.0250838687650494,0.144597857066043,0.175692142933957
PTH,2,1024,32,0.15072,0.0230825730320036,0.136413273012491,0.165026726987509
PTH,2,2048,1,2.192063,0.0104984147480572,2.18555601512471,2.19856998487529
PTH,2,2048,2,1.226952,0.0319279799966529,1.20716283297597,1.24674116702403
PTH,2,2048,4,0.808677,0.0377209608838375,0.785297306223083,0.832056693776917
PTH,2,2048,8,0.551047,0.0411953932295024,0.525513830744545,0.576580169255455
PTH,2,2048,16,0.640272,0.0898765985856904,0.584565907063628,0.695978092936372
PTH,2,2048,32,0.506559,0.0180634495598156,0.495363157970318,0.517754842029682
PTH,2,4096,1,10.120727,1.62179298545399,9.11552929344549,11.1259247065545
PTH,2,4096,2,4.93747,0.0344435567269119,4.91612166236505,4.95881833763495
PTH,2,4096,4,3.14946,0.02398734156916,3.13459249166329,3.16432750833671
PTH,2,4096,8,2.216378,0.133809335980549,2.13344211431692,2.29931388568308
PTH,2,4096,16,2.103055,0.0988882417737878,2.04176343274834,2.16434656725166
PTH,2,4096,32,2.022488,0.0168618232835138,2.01203693365248,2.03293906634752
PTH,2,8192,1,34.709817,0.320733658284668,34.5110242190383,34.9086097809617
PTH,2,8192,2,20.151364,0.190864952268468,20.0330646769651,20.2696633230349
PTH,2,8192,4,13.116559,0.186381447005269,13.0010385823176,13.2320794176824
PTH,2,8192,8,9.038689,0.545149658991812,8.70080174073667,9.37657625926333
PTH,2,8192,16,8.50949,0.0852038998846622,8.45668007572376,8.56229992427624
PTH,2,8192,32,8.487575,0.175869714229975,8.37856982179171,8.59658017820829
PTH,3,16,1,0.000345,0.0000236877840059198,0.00033031815936456,0.00035968184063544
PTH,3,16,2,0.00037,0.0000274873708374511,0.000352963151047737,0.000387036848952263
PTH,3,16,4,0.000446,0.000128685663537163,0.000366239799398447,0.000525760200601553
PTH,3,16,8,0.000633,0.000318714431566707,0.000435458748724335,0.000830541251275665
PTH,3,16,16,0.002751,0.00415442588626208,0.00017606015849345,0.00532593984150655
PTH,3,16,32,0.006808,0.0167012719409165,-0.00354355559441081,0.0171595555944108
PTH,3,32,1,0.00046,0.0000290593262902712,0.000441988842963935,0.000478011157036065
PTH,3,32,2,0.000502,0.0000329309040939426,0.000481589214180297,0.000522410785819703
PTH,3,32,4,0.000631,0.0000460555220479707,0.000602454491694061,0.000659545508305939
PTH,3,32,8,0.000508,0.0000771434450300939,0.00046018599740197,0.00055581400259803
PTH,3,32,16,0.003172,0.00699670366831569,-0.00116460186220604,0.00750860186220604
PTH,3,32,32,0.001331,0.000150513934386303,0.00123771049695824,0.00142428950304176
PTH,3,64,1,0.000802,0.0000573100728008999,0.000766478848867502,0.000837521151132498
PTH,3,64,2,0.000765,0.0000866987120242663,0.000711263581560857,0.000818736418439143
PTH,3,64,4,0.000832,0.0000373571352696584,0.000808845807675019,0.000855154192324981
PTH,3,64,8,0.000975,0.0000492724849969816,0.00094446059740088,0.00100553940259912
PTH,3,64,16,0.000955,0.000104376455412341,0.000890306802693191,0.00101969319730681
PTH,3,64,32,0.001417,0.000041379007023154,0.00139135302573618,0.00144264697426382
PTH,3,128,1,0.002051,0.0000314289321768617,0.00203152014601926,0.00207047985398074
PTH,3,128,2,0.001646,0.00010046558282981,0.00158373078663309,0.00170826921336691
PTH,3,128,4,0.001523,0.000103392456204503,0.00145891669172085,0.00158708330827915
PTH,3,128,8,0.001573,0.0000767463354173996,0.00152543212848991,0.00162056787151009
PTH,3,128,16,0.001493,0.0000743938468184328,0.00144689021602981,0.00153910978397019
PTH,3,128,32,0.00186,0.000362061995919054,0.001635591649987,0.002084408350013
PTH,3,256,1,0.006687,0.00032595330272227,0.00648497204989848,0.00688902795010152
PTH,3,256,2,0.005403,0.000258287092635738,0.00524291200142144,0.00556308799857856
PTH,3,256,4,0.004134,0.000212770089794386,0.00400212373206507,0.00426587626793493
PTH,3,256,8,0.004185,0.000364638329185388,0.00395899482208488,0.00441100517791512
PTH,3,256,16,0.004389,0.00038974207995659,0.00414743535615584,0.00463056464384416
PTH,3,256,32,0.004852,0.000928269596854515,0.00427665254308568,0.00542734745691432
PTH,3,512,1,0.032398,0.00226532705512177,0.0309939357446802,0.0338020642553198
PTH,3,512,2,0.020489,0.000810945264627781,0.0199863709175855,0.0209916290824145
PTH,3,512,4,0.014548,0.000337006429216615,0.0143391212511208,0.0147568787488792
PTH,3,512,8,0.015371,0.000886007900641975,0.0148218466137772,0.0159201533862228
PTH,3,512,16,0.015347,0.00106628170136539,0.0146861117544799,0.0160078882455201
PTH,3,512,32,0.015146,0.000687688560000496,0.0147197662145932,0.0155722337854068
PTH,3,1024,1,0.120803,0.0211350593669487,0.107703354487843,0.133902645512157
PTH,3,1024,2,0.077083,0.00704758753049581,0.0727148599932694,0.0814511400067306
PTH,3,1024,4,0.071163,0.00706106232171273,0.0667865082311463,0.0755394917688537
PTH,3,1024,8,0.065526,0.00508585008736112,0.0623737574576114,0.0686782425423886
PTH,3,1024,16,0.064899,0.00260856899893835,0.0632821921838113,0.0665158078161887
PTH,3,1024,32,0.063556,0.0029538946043035,0.0617251571561346,0.0653868428438655
PTH,3,2048,1,0.402016,0.00689449893433567,0.397742745288211,0.406289254711788
PTH,3,2048,2,0.267603,0.00504304372378429,0.264477289116633,0.270728710883367
PTH,3,2048,4,0.228258,0.0193287096770006,0.216277941624954,0.240238058375046
PTH,3,2048,8,0.191583,0.00468649845596665,0.188678278163143,0.194487721836857
PTH,3,2048,16,0.195483,0.00612632217022035,0.191685866179375,0.199280133820625
PTH,3,2048,32,0.201942,0.0145420423447174,0.192928748774575,0.210955251225425
PTH,3,4096,1,1.585522,0.0239022401553587,1.57070723806603,1.60033676193397
PTH,3,4096,2,1.129582,0.0437066391600484,1.1024923443911,1.15667165560891
PTH,3,4096,4,0.932308,0.0889219450229619,0.877193607472013,0.987422392527987
PTH,3,4096,8,0.770745,0.0154411170076664,0.761174496525168,0.780315503474832
PTH,3,4096,16,0.789398,0.045942657689293,0.760922445748316,0.817873554251684
PTH,3,4096,32,0.781498,0.0110676262636173,0.774638214172232,0.788357785827768
PTH,3,8192,1,6.793759,0.126494434963229,6.71535693693931,6.87216106306069
PTH,3,8192,2,4.924287,0.116307150926616,4.85219908100176,4.99637491899824
PTH,3,8192,4,4.045146,0.0407289796363987,4.01990191688458,4.07039008311542
PTH,3,8192,8,3.40441,0.0641715490783191,3.36463606181052,3.44418393818948
PTH,3,8192,16,3.424458,0.100324632601703,3.36227614848957,3.48663985151043
PTH,3,8192,32,3.40656,0.0704115699141682,3.36291845682684,3.45020154317316
SEQ,0,16,1,0.000465,0.0000544160923910483,0.000431272556508913,0.000498727443491087
SEQ,0,32,1,0.000935,0.0000347211110933328,0.000913479632386452,0.000956520367613547
SEQ,0,64,1,0.002963,0.0000478539444560217,0.00293333981793717,0.00299266018206283
SEQ,0,128,1,0.010099,0.000452927514436177,0.00981827261812689,0.0103797273818731
SEQ,0,256,1,0.037733,0.00108548043638648,0.0370602122552312,0.0384057877447688
SEQ,0,512,1,0.149895,0.00241139540054671,0.148400401646224,0.151389598353776
SEQ,0,1024,1,0.613969,0.0068389886354311,0.609730150927926,0.618207849072074
SEQ,0,2048,1,2.398651,0.0251146205536846,2.38308479690998,2.41421720309002
SEQ,0,4096,1,9.769988,0.365146366750528,9.5436679371397,9.9963080628603
SEQ,0,8192,1,38.669379,0.602923132643508,38.2956833707812,39.0430746292188
SEQ,1,16,1,0.024789,0.0768893802015453,-0.0228675315858457,0.0724455315858457
SEQ,1,32,1,0.000908,0.0000244040069569642,0.000892874239780354,0.000923125760219646
SEQ,1,64,1,0.002776,0.0000873307887670017,0.0027218718163369,0.0028301281836631
SEQ,1,128,1,0.009594,0.000532732995453111,0.00926380866853023,0.00992419133146977
SEQ,1,256,1,0.03365,0.0012983065893694,0.032845301238972,0.034454698761028
SEQ,1,512,1,0.144071,0.00802429013821299,0.139097493445215,0.149044506554785
SEQ,1,1024,1,0.531615,0.0334130357960948,0.510905385855346,0.552324614144654
SEQ,1,2048,1,2.010637,0.0295013950894228,1.99235184588352,2.02892215411648
SEQ,1,4096,1,7.980876,0.0582858124913585,7.94475007914175,8.01700192085825
SEQ,1,8192,1,32.690035,0.389104279289127,32.4488656691051,32.9312043308949
SEQ,2,16,1,0.034639,0.0690115309930159,-0.00813479005963347,0.0774127900596335
SEQ,2,32,1,0.007059,0.00683828836608824,0.00282058495936144,0.0112974150406386
SEQ,2,64,1,0.002412,0.000109117673484485,0.00234436816528685,0.00247963183471315
SEQ,2,128,1,0.008836,0.000273016076042745,0.00866678288292519,0.00900521711707481
SEQ,2,256,1,0.034636,0.000767466249710334,0.0341603194902271,0.0351116805097729
SEQ,2,512,1,0.142361,0.00683123130270898,0.13812695897256,0.14659504102744
SEQ,2,1024,1,0.545218,0.00238001307185954,0.543742852615062,0.546693147384938
SEQ,2,2048,1,2.15894,0.00603552814590411,2.15519914089867,2.16268085910133
SEQ,2,4096,1,8.645078,0.0457833914087727,8.6167011600117,8.67345483998831
SEQ,2,8192,1,34.620567,0.147101034670429,34.5293928341177,34.7117411658823
SEQ,3,16,1,0.02694,0.0840779442607341,-0.0251720497503259,0.0790520497503259
SEQ,3,32,1,0.000431,0.0000264365067451978,0.000414614483360127,0.000447385516639873
SEQ,3,64,1,0.000863,0.0000665081448646204,0.000821777824737972,0.000904222175262027
SEQ,3,128,1,0.002574,0.000150864177325169,0.00248049341413569,0.00266750658586431
SEQ,3,256,1,0.009345,0.000522563127499656,0.0090211120179925,0.0096688879820075
SEQ,3,512,1,0.033101,0.003250700608245,0.0310861948889836,0.0351158051110164
SEQ,3,1024,1,0.127103,0.00312330327271197,0.125167156575615,0.129038843424385
SEQ,3,2048,1,0.43432,0.0279558862813858,0.416992762167065,0.451647237832936
SEQ,3,4096,1,1.730596,0.0399861879486738,1.70581230394238,1.75537969605762
SEQ,3,8192,1,6.999387,0.0947450452589004,6.94066341255336,7.05811058744664
